License Number,Facility Name,DBA,Facility Type,Street,City,ZIP Code,Date Updated
402-00691,PERSONALIZED ORGANIC TREATMENTS LLC,Canna Botica,Medical Marijuana Store,"219 North Vallejo Street, Unit 2",Denver,80223,2025-05-01
402-00633,PHYSICIAN PREFERRED PRODUCTS LLC,Doc's Apothecary,Medical Marijuana Store,"2100 East 112th Avenue, Unit 5",Denver,80233,2025-05-01
402-00288,PI ARAPAHOE LLC,Lova Arapahoe,Medical Marijuana Store,2042 Arapahoe Street,Denver,80205,2025-05-01
402-01335,PI DURANGO LLC,Lova Durango,Medical Marijuana Store,"1135 South Camino Del Rio Drive, Unit 220",Durango,81303,2025-05-01
402-01144,PI HOLDINGS INC,The Chronic Boutique,Medical Marijuana Store,325 East Pikes Peak Avenue,Colorado Springs,80902,2025-05-01
402-00286,PI NORTH SHERIDAN LLC,Lova Sheridan,Medical Marijuana Store,446 North Sheridan Boulevard,Denver,80226,2025-05-01
402-01304,PI WILLITS LLC,Lova Basalt,Medical Marijuana Store,701 East Valley Road Unit 102,Basalt,81621,2025-05-01
402-00260,PIONEER INTERESTS SHERIDAN LLC,Lova Edgewater,Medical Marijuana Store,"2045 Sheridan Boulevard, Unit B",Edgewater,80214,2025-05-01
402-00352,PND LLC,A Cut Above,Medical Marijuana Store,1150 East Fillmore Street,Colorado Springs,80907,2025-05-01
402-00877,POTCO LLC,PotCo,Medical Marijuana Store,11101 East 51st Avenue,Denver,80239,2025-05-01
402-00059,PRVT LBL LLC,PRVT LBL,Medical Marijuana Store,2490 West 2nd Avenue,Denver,80223,2025-05-01
402-00597,PURE MEDICAL LLC,Pure,Medical Marijuana Store,1905 North Academy Boulevard,Colorado Springs,80904,2025-05-01
402-00347,PURE MEDICAL LLC,Pure,Medical Marijuana Store,"207 West Rockrimmon Boulevard, Unit C",Colorado Springs,80919,2025-05-01
402-00346,PURE MEDICAL LLC,Pure,Medical Marijuana Store,8025 North Academy Boulevard,Colorado Springs,80920,2025-05-01
402-00403,RD INDUSTRIES II LLC,House of Dankness,Medical Marijuana Store,10555 East 45th Avenue,Denver,80239,2025-05-01
402-01319,RESERVE 1 MANITOU LLC,Star Buds,Medical Marijuana Store,27 Manitou Avenue,Manitou Springs,80829,2025-05-01
402-00793,RINO SUPPLY CO INC,Rino Supply Company,Medical Marijuana Store,3100 Blake Street,Denver,80205,2025-05-01
402-01084,RJJ ACADEMY LLC,Native Roots Academy,Medical Marijuana Store,1003 North Academy Boulevard,Colorado Springs,80909,2025-05-01
402-01042,RJJ COLORADO SPRINGS LLC,Native Roots Colorado Springs,Medical Marijuana Store,3660 Austin Bluffs Parkway,Colorado Springs,80918,2025-05-01
402-00972,RJJ EDGEWATER LLC,Native Roots Edgewater,Medical Marijuana Store,5610 West 20th Avenue,Edgewater,80214,2025-05-01
402-00905,RJJ FRISCO LLC,Native Roots Frisco,Medical Marijuana Store,861 North Summit Boulevard,Frisco,80443,2025-05-01
402-01563,RJJ GRAND JUNCTION LLC,Native Roots Grand Junction,Medical Marijuana Store,683 Horizon Drive Unit 110,Grand Junction,81506,2025-05-01
402-00637,RJJ HIGHLANDS LLC,Native Roots Highlands,Medical Marijuana Store,2209 West 32nd Avenue,Denver,80211,2025-05-01
402-00961,RJJ LONGMONT LLC,Native Roots Longmont,Medical Marijuana Store,19 South Sunset Street,Longmont,80501,2025-05-01
402-01070,RJJ SANTA FE LLC,Native Roots Santa Fe,Medical Marijuana Store,"2645 South Santa Fe Drive, Units D & E",Denver,80223,2025-05-01
402-00977,RJJ SHERIDAN LLC,Native Roots Littleton,Medical Marijuana Store,7870 West Quincy Avenue,Denver,80123,2025-05-01
402-01140,RJJ TEJON LLC,Native Roots Tejon,Medical Marijuana Store,1433 South Tejon Street,Colorado Springs,80905,2025-05-01
402-00417,RJJ TOWER LLC,Native Roots Denver Airport,Medical Marijuana Store,7050 North Tower Road,Denver,80249,2025-05-01
402-01083,RJJ UINTAH LLC,Native Roots Uintah,Medical Marijuana Store,1705 West Uintah Street,Colorado Springs,80904,2025-05-01
402-00281,RME GROUP LLC,AFFINITY,Medical Marijuana Store,7739 East Colfax Avenue,Denver,80220,2025-05-01
402-01211,ROCKY FARMS LLC,Rocky Farms,Medical Marijuana Store,1709 Swink Avenue,Rocky Ford,81067,2025-05-01
402-00667,ROCKY MOUNTAIN MEDICAL LLC,None,Medical Marijuana Store,616 Arrawanna Street,Colorado Springs,80909,2025-05-01
402-00170,SBUD LLC,Star Buds,Medical Marijuana Store,1640 East Evans Avenue,Denver,80210,2025-05-01
402-01310,SBUD LLC,Star Buds,Medical Marijuana Store,5238 West 44th Avenue,Mountain View,80212,2025-05-01
402-01724,SBUD LLC,Star Buds,Medical Marijuana Store,428 South McCulloch Boulevard,Pueblo,81007,2025-05-01
402-01057,SDJ LLC,Living Rose Wellness,Medical Marijuana Store,212 South 21st Street,Colorado Springs,80904,2025-05-01
402-00566,SHERIDAN BOULEVARD RETAIL LLC,None,Medical Marijuana Store,734 North Sheridan Boulevard,Denver,80214,2025-05-01
402-00798,SILVERPEAK CORP,Silverpeak,Medical Marijuana Store,"520 East Cooper Avenue, Units LL2 & LL3,",Aspen,81611,2025-05-01
402-00174,SILVERPEAK CORP,The Dab by Silverpeak - Downtown,Medical Marijuana Store,"2119 Larimer Street, Unit 1",Denver,80205,2025-05-01
402-00406,SISTEM COS1 LLC,Silver Stem Fine Cannabis,Medical Marijuana Store,5156 Centennial Boulevard,Colorado Springs,80918,2025-05-01
402-00058,SISTEM COS2 LLC,Silver Stem Fine Cannabis,Medical Marijuana Store,"410 South 8th Street, Unit B",Colorado Springs,80905,2025-05-01
402-01030,SIXTY-SIX MANAGEMENT LLC,Opuntia Cannabis,Medical Marijuana Store,2268 South Delaware Street,Denver,80223,2025-05-01
402-01089,SL CHEROKEE LLC,Snaxland,Medical Marijuana Store,1155 South Cherokee Street,Denver,80223,2025-05-01
402-00858,SMOKE HOLDCO LLC,Star Buds,Medical Marijuana Store,"5740 South College Avenue, Unit A",Fort Collins,80525,2025-05-01
402-00419,SMOKE HOLDCO LLC,Star Buds,Medical Marijuana Store,2502 8th Avenue,Garden City,80631,2025-05-01
402-00842,SOLACE MEDS LLC,None,Medical Marijuana Store,"301 Smokey Street, Unit A",Fort Collins,80525,2025-05-01
402-00958,SOLACE MEDS MASON LLC,None,Medical Marijuana Store,3516 South Mason Street,Fort Collins,80525,2025-05-01
402-00386,SOLACE MEDS OF WHEAT RIDGE LLC,None,Medical Marijuana Store,4845 Van Gordon Street,Wheat Ridge,80033,2025-05-01
402-00664,SOUTHWEST ALTERNATIVE CARE LLC,Kaya ,Medical Marijuana Store,3937 West Colfax Avenue,Denver,80204,2025-05-01
402-00090,SPARK CO LLC,Spark Co,Medical Marijuana Store,5024 North Academy Boulevard,Colorado Springs,80918,2025-05-01
402-00959,SPFF COLO LLC,COS CONFIDENTIAL,Medical Marijuana Store,3044 West Colorado Avenue,Colorado Springs,80904,2025-05-01
402-00923,ST MANHATTAN LLC,Terrapin Care Station,Medical Marijuana Store,"5370 Manhattan Circle, Suite 104",Boulder,80303,2025-05-01
402-00830,STONE T.M.C. LLC,The Stone,Medical Marijuana Store,4842 Morrison Road Unit 420,Denver,80219,2025-05-01
402-01130,STONEY HARRIS LLC,Kika Kush,Medical Marijuana Store,3840 North Nevada Avenue,Colorado Springs,80907,2025-05-01
402-00439,STONEY HARRIS LLC,Kika Kush,Medical Marijuana Store,555 North Circle Drive,Colorado Springs,80909,2025-05-01
402-00576,SUNRISE SOLUTIONS,None,Medical Marijuana Store,43 Main Street,Bailey,80421,2025-05-01
402-00614,SWEET LEAF PIONEER LLC,None,Medical Marijuana Store,825A Chambers Avenue,Eagle,81631,2025-05-01
402-01167,TEN SIX OF COLORADO LLC,Lucky Cat Cannabis Co.,Medical Marijuana Store,"1428 North Circle Drive, Unit 2",Colorado Springs,80909,2025-05-01
402-00428,THE 64 STORE LLC,The 64 Store,Medical Marijuana Store,502 West Colorado Avenue,Colorado Springs,80905,2025-05-01
402-01120,THE 720 DISPENSARY LLC,The 720 Dispensary,Medical Marijuana Store,2949 West Alameda Avenue,Denver,80219,2025-05-01
402-00194,THE DANDELION LLC,The Dandelion,Medical Marijuana Store,845 Walnut Street,Boulder,80302,2025-05-01
402-00880,THE EPIC REMEDY LLC,The ER,Medical Marijuana Store,1602 West Colorado Avenue,Colorado Springs,80904,2025-05-01
402-01111,THE EPIC REMEDY LLC,The ER,Medical Marijuana Store,2712 East Fountain Boulevard,Colorado Springs,80910,2025-05-01
402-00918,THE EPIC REMEDY LLC,The ER,Medical Marijuana Store,4335 East Platte Avenue,Colorado Springs,80915,2025-05-01
402-00383,THE EPIC REMEDY LLC,The ER,Medical Marijuana Store,3636 Jeannine Drive,Colorado Springs,80917,2025-05-01
402-01092,THE EPIC REMEDY LLC,The ER,Medical Marijuana Store,3995 North Academy Boulevard,Colorado Springs,80917,2025-05-01
402-00193,THE GIVING TREE OF DENVER LLC,None,Medical Marijuana Store,2707 West 38th Avenue,Denver,80211,2025-05-01
402-01194,THE GOLDEN SUMMIT LLC,The Apotheke,Medical Marijuana Store,2582 South Academy Boulevard,Colorado Springs,80916,2025-05-01
402-00839,THE GREEN SOLUTION LLC,None,Medical Marijuana Store,810 North College Avenue,Fort Collins,80524,2025-05-01
402-00103,THE HEALING CANNA LLC,None,Medical Marijuana Store,22 South Chestnut Street,Colorado Springs,80905,2025-05-01
402-00584,THE HEALING CANNA LLC,HEALING CANNA,Medical Marijuana Store,3692 East Bijou Street,Colorado Springs,80909,2025-05-01
402-00744,THE HERB SHOPPE LLC,The Herb Shoppe,Medical Marijuana Store,"3020 West Colorado Avenue, Suite D",Colorado Springs,80904,2025-05-01
402-00507,THE HERBAL CURE LLC,None,Medical Marijuana Store,985 South Logan Street ,Denver,80209,2025-05-01
402-01525,THE SPACE STATION LLC,The Space Station,Medical Marijuana Store,206 South Main Street,Longmont,80501,2025-05-01
402-01158,THREE RIVERS DEVELOPMENT LLC,Three Rivers Dispensary,Medical Marijuana Store,"135 South Broadway, Unit C,",Denver,80209,2025-05-01
402-01005,THREE RIVERS DEVELOPMENT LLC,Three Rivers Dispensary,Medical Marijuana Store,1714 Santa Fe Drive,Pueblo,81006,2025-05-01
402-01154,TOTAL GREEN LLC,TOTAL GREEN,Medical Marijuana Store,1105 South Chelton Road,Colorado Springs,80910,2025-05-01
402-00232,TRICHOME HEALTH CONSULTANTS INC,Trichome Health Consultants,Medical Marijuana Store,2117 West Colorado Avenue,Colorado Springs,80904,2025-05-01
402-00992,TRINIDADS HIGHER CALLING U LLC,None,Medical Marijuana Store,1000 Independence Road,Trinidad,81082,2025-05-01
402-01066,TROY ENTERPRISES LLC,ELEVATIONS,Medical Marijuana Store,8270 Razorback Road,Colorado Springs,80920,2025-05-01
402-00080,TUMBLEWEED STEAMBOAT LLC,RK Enterprises ,Medical Marijuana Store,2093 Curve Plaza Unit C-103,Steamboat Springs,80487,2025-05-01
402-00840,VERTS LLC,Verts Neighborhood Dispensary,Medical Marijuana Store,"1240 West Elizabeth Street, Unit A, B, C, and D,",Fort Collins,80521,2025-05-01
402-00956,WELLNESS CENTER OF THE ROCKIES INC,The Center,Medical Marijuana Store,600 South Broadway,Denver,80209,2025-05-01
402-00789,WELLNESS CENTERS OF COLORADO LLC,Flavors,Medical Marijuana Store,"2755 Ore Mill Road, Unit 13",Colorado Springs,80904,2025-05-01
402-00513,WELLNESS CENTERS OF COLORADO LLC,Emj's,Medical Marijuana Store,2918 Wood Avenue,Colorado Springs,80907,2025-05-01
402-01721,WESTERN CONSOLIDATED LLC ,Galaxy Greens,Medical Marijuana Store,"125 West Bridge Street, Unit D",Brighton,80601,2025-05-01
402-00237,WESTSIDE WELLNESS CENTER LLC,Maggie's Farm,Medical Marijuana Store,818 East Fillmore Street,Colorado Springs,80907,2025-05-01
402-01166,YUMA WAY LLC,Cherry Peak,Medical Marijuana Store,4601 East Mississippi Avenue,Glendale,80246,2025-05-01
402-01278,YUMA WAY LLC,Twin Peaks Dispensary,Medical Marijuana Store,"900 South Hover Street, Unit A",Longmont,80501,2025-05-01
402-01044,ZIPZ LLC,zipz,Medical Marijuana Store,3745 Interpark Drive,Colorado Springs,80907,2025-05-01
